location.name,treatment.name,treatment,block,event.type,sample.id,lab.id.x,method,cas.number,analyte,analyte_abbr,result,units,dilution,result.reported.to,mdl,rl,flag,non.detect,duplicate,method.name,event.count,flow.vol.liter,long,lat,collected,received
Kerbel,CT1,CT,1,Outflow,K-CT1-03-LC,HS23081597-01,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,7.51,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-ISC,HS23081597-02,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,7.51,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-GBH,HS23081597-04,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,7.45,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-GB,HS23081597-03,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,7.52,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-04-LC,HS23091357-01,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,8.59,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-04-ISC,HS23091357-02,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,8.23,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,ISCO,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-04-GBH,HS23091357-04,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,8.59,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Hourly Grab,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-04-GB,HS23091357-03,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,8.66,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Grab Sample,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-05-LC,HS23091835-01,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,9.06,mg/L,5,RL,0.15,0.5,H,FALSE,FALSE,Low-Cost Sampler,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-05-GBH,HS23091835-04,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,9.03,mg/L,5,RL,0.15,0.5,H,FALSE,FALSE,Hourly Grab,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-05-GB,HS23091835-03,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,10.5,mg/L,5,RL,0.15,0.5,H,FALSE,FALSE,Grab Sample,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-05-ISC,HS23091835-02,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,8.98,mg/L,5,RL,0.15,0.5,H,FALSE,FALSE,ISCO,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-01-LC,HS23071021-01,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GB,HS23071021-03,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,HS23071021-04,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,HS23071021-04,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-ISC,HS23071021-02,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0.164,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00
Kerbel,CT1,CT,1,Outflow,K-CT1-02-LC,HS23081041-01,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 2,NA,-104.99828,40.67641,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-02-GB,HS23081041-03,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 2,NA,-104.99828,40.67641,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-02-GBH,HS23081041-04,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 2,NA,-104.99828,40.67641,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-02-ISC,HS23081041-02,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Irrigation 2,NA,-104.99828,40.67641,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-LC,HS23081597-01,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-GB,HS23081597-03,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-GBH,HS23081597-04,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-ISC,HS23081597-02,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-04-LC,HS23091357-01,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-04-GB,HS23091357-03,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Grab Sample,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-04-GBH,HS23091357-04,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Hourly Grab,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-04-ISC,HS23091357-02,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,ISCO,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-05-GB,HS23091835-03,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-05-GBH,HS23091835-04,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-05-LC,HS23091835-01,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-05-ISC,HS23091835-02,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,ISCO,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-01-LC,HS23071021-01,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,8.1,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GB,HS23071021-03,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,6,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,HS23071021-04,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,5.1,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,HS23071021-04,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,5.1,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-ISC,HS23071021-02,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,6.2,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,33,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00
Kerbel,CT1,CT,1,Outflow,K-CT1-02-ISC,HS23081041-02,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.74,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Irrigation 2,NA,-104.99828,40.67641,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-02-LC,HS23081041-01,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.76,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 2,NA,-104.99828,40.67641,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-02-GBH,HS23081041-04,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.77,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 2,NA,-104.99828,40.67641,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-02-GB,HS23081041-03,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.65,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 2,NA,-104.99828,40.67641,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-ISC,HS23081597-02,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.74,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-LC,HS23081597-01,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-GBH,HS23081597-04,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.67,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-03-GB,HS23081597-03,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.77,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 3,NA,-104.99828,40.67641,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT1,CT,1,Outflow,K-CT1-04-ISC,HS23091357-02,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,2.1,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-04-LC,HS23091357-01,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,2.1,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-04-GBH,HS23091357-04,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,1.5,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-04-GB,HS23091357-03,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,2.4,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 4,NA,-104.99828,40.67641,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT1,CT,1,Outflow,K-CT1-05-LC,HS23091835-01,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,1.3,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-05-GBH,HS23091835-04,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,1.3,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-05-GB,HS23091835-03,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,1.2,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-05-ISC,HS23091835-02,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,1.7,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Irrigation 5,NA,-104.99828,40.67641,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,HS23081031-04,SW9040C - pH_W_9040C,PH,pH,pH,8.21,pH units,1,RL,0.1,0.1,H,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,HS23081031-04,SW9040C - pH_W_9040C,PH,pH,pH,8.21,pH units,1,RL,0.1,0.1,H,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT1,CT,1,Outflow,K-CT1-01-LC-4,NA,EPA150.1,NA,pH,pH,8.18,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,NA,EPA150.1,NA,pH,pH,8.21,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-01-ISC-4,NA,EPA150.1,NA,pH,pH,8.21,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GB-4,NA,EPA150.1,NA,pH,pH,8.18,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC-4,NA,EPA150.1,NA,pH,pH,8.06,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,NA,NA,8/1/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-02-GBH-4,NA,EPA150.1,NA,pH,pH,8.02,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 2,NA,NA,NA,8/15/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-02-LC-4,NA,EPA150.1,NA,pH,pH,8.1,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 2,NA,NA,NA,8/15/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-02-GB-4,NA,EPA150.1,NA,pH,pH,7.76,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 2,NA,NA,NA,8/15/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-03-ISC-4,NA,EPA150.1,NA,pH,pH,8.29,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 3,NA,NA,NA,8/23/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-03-LC-4,NA,EPA150.1,NA,pH,pH,8.2,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 3,NA,NA,NA,8/23/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-03-GB-4,NA,EPA150.1,NA,pH,pH,8.26,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 3,NA,NA,NA,8/23/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-03-GBH-4,NA,EPA150.1,NA,pH,pH,8.29,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 3,NA,NA,NA,8/23/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-04-GBH-4,NA,EPA150.1,NA,pH,pH,8.14,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 4,NA,NA,NA,9/20/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-04-ISC-4,NA,EPA150.1,NA,pH,pH,8.07,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 4,NA,NA,NA,9/20/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-04-LC-4,NA,EPA150.1,NA,pH,pH,8.06,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 4,NA,NA,NA,9/20/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-04-GB-4,NA,EPA150.1,NA,pH,pH,8.09,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 4,NA,NA,NA,9/20/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-05-LC-4,NA,EPA150.1,NA,pH,pH,8.27,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 5,NA,NA,NA,9/26/2023 0:00,NA
Kerbel,CT1,CT,1,Outflow,K-CT1-05-GBH-4,NA,EPA150.1,NA,pH,pH,8.32,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 5,NA,NA,NA,9/26/2023 0:00,NA
