"event.count","analyte_abbr","treatment","block","method.name","result","duplicate"
"Irrigation 4","TKN","MT","1","Grab Sample",4.14379825400615,FALSE
"Irrigation 4","TKN","MT","1","Grab Sample",4.86521558710692,TRUE
"Irrigation 5","TKN","MT","1","Grab Sample",3.68493270801446,FALSE
"Irrigation 5","TKN","MT","1","Grab Sample",3.61264053103534,TRUE
"Irrigation 1","TP","MT","1","Grab Sample",8.4580700487476,FALSE
"Irrigation 1","TP","MT","1","Grab Sample",8.3172996429952,TRUE
"Irrigation 2","TP","MT","1","Grab Sample",6.82895423737952,FALSE
"Irrigation 2","TP","MT","1","Grab Sample",6.8980242947284,TRUE
"Irrigation 3","TP","MT","1","Grab Sample",6.96816737159848,FALSE
"Irrigation 3","TP","MT","1","Grab Sample",7.04393581200405,TRUE
"Irrigation 4","TP","MT","1","Grab Sample",6.3236755755311,FALSE
"Irrigation 4","TP","MT","1","Grab Sample",6.31457024121757,TRUE
"Irrigation 5","TP","MT","1","Grab Sample",5.69029656998397,FALSE
"Irrigation 5","TP","MT","1","Grab Sample",5.5769585678048,TRUE
"Irrigation 1","EC","MT","1","Grab Sample",0.828208132774052,FALSE
"Irrigation 1","EC","MT","1","Grab Sample",1.04306164900439,TRUE
"Irrigation 2","EC","MT","1","Grab Sample",0.768590914876185,FALSE
"Irrigation 2","EC","MT","1","Grab Sample",0.753561210490653,TRUE
"Irrigation 3","EC","MT","1","Grab Sample",1.00270707118267,FALSE
"Irrigation 3","EC","MT","1","Grab Sample",0.734811941586704,TRUE
"Irrigation 4","EC","MT","1","Grab Sample",0.547654035867487,FALSE
"Irrigation 4","EC","MT","1","Grab Sample",0.671255448302832,TRUE
"Irrigation 5","EC","MT","1","Grab Sample",0.590838067755645,FALSE
"Irrigation 5","EC","MT","1","Grab Sample",0.634255647991606,TRUE
"Irrigation 1","NO3","MT","1","Grab Sample",0.260166239029373,FALSE
"Irrigation 1","NO3","MT","1","Grab Sample",0.328900879051172,TRUE
"Irrigation 2","NO3","MT","1","Grab Sample",0.259092791667772,FALSE
"Irrigation 2","NO3","MT","1","Grab Sample",0.27168703882037,TRUE
"Irrigation 3","NO3","MT","1","Grab Sample",0.380865444976761,FALSE
"Irrigation 3","NO3","MT","1","Grab Sample",0.296308112833397,TRUE
"Irrigation 4","NO3","MT","1","Grab Sample",0.250810285110433,FALSE
"Irrigation 4","NO3","MT","1","Grab Sample",0.222509577023755,TRUE
"Irrigation 5","NO3","MT","1","Grab Sample",0.209654865496443,FALSE
"Irrigation 5","NO3","MT","1","Grab Sample",0.242113929331839,TRUE
"Irrigation 1","pH","MT","1","Grab Sample",0.177997192265232,FALSE
"Irrigation 1","pH","MT","1","Grab Sample",0.178301208022114,TRUE
"Irrigation 2","pH","MT","1","Grab Sample",0.124284222017894,FALSE
"Irrigation 2","pH","MT","1","Grab Sample",0.153697793847736,TRUE
"Irrigation 3","pH","MT","1","Grab Sample",0.161551599865293,FALSE
"Irrigation 3","pH","MT","1","Grab Sample",0.148417615308775,TRUE
"Irrigation 4","pH","MT","1","Grab Sample",0.131508072509073,FALSE
"Irrigation 4","pH","MT","1","Grab Sample",0.143328896484604,TRUE
"Irrigation 5","pH","MT","1","Grab Sample",0.134144839351492,FALSE
"Irrigation 5","pH","MT","1","Grab Sample",0.114041598820253,TRUE
"Irrigation 1","TSS","MT","1","Grab Sample",1262.89024005623,FALSE
"Irrigation 1","TSS","MT","1","Grab Sample",987.743303839163,TRUE
"Irrigation 2","TSS","MT","1","Grab Sample",1046.31910198159,FALSE
"Irrigation 2","TSS","MT","1","Grab Sample",721.466836937122,TRUE
"Irrigation 3","TSS","MT","1","Grab Sample",967.406583155783,FALSE
"Irrigation 3","TSS","MT","1","Grab Sample",1021.63462792094,TRUE
"Irrigation 4","TSS","MT","1","Grab Sample",766.658105255406,FALSE
"Irrigation 4","TSS","MT","1","Grab Sample",649.683340027796,TRUE
"Irrigation 5","TSS","MT","1","Grab Sample",580.8762402281,FALSE
"Irrigation 5","TSS","MT","1","Grab Sample",735.875932059942,TRUE
"Irrigation 1","TDS","MT","1","Grab Sample",541.477158042681,FALSE
"Irrigation 1","TDS","MT","1","Grab Sample",652.988715281619,TRUE
"Irrigation 2","TDS","MT","1","Grab Sample",463.382324626962,FALSE
"Irrigation 2","TDS","MT","1","Grab Sample",474.053007126901,TRUE
"Irrigation 3","TDS","MT","1","Grab Sample",443.460233190334,FALSE
"Irrigation 3","TDS","MT","1","Grab Sample",428.960065854327,TRUE
"Irrigation 4","TDS","MT","1","Grab Sample",425.152746749116,FALSE
"Irrigation 4","TDS","MT","1","Grab Sample",440.542673891714,TRUE
"Irrigation 5","TDS","MT","1","Grab Sample",431.850009167531,FALSE
"Irrigation 5","TDS","MT","1","Grab Sample",473.876722189308,TRUE
"Irrigation 1","NO2","ST","1","Grab Sample",8.3632411633551,FALSE
"Irrigation 1","NO2","ST","1","Grab Sample",9.64466792736791,TRUE
"Irrigation 2","NO2","ST","1","Grab Sample",5.30819151962863,FALSE
"Irrigation 2","NO2","ST","1","Grab Sample",7.41122212733135,TRUE
"Irrigation 3","NO2","ST","1","Grab Sample",6.65196246537893,FALSE
"Irrigation 3","NO2","ST","1","Grab Sample",5.94327332348892,TRUE
"Irrigation 4","NO2","ST","1","Grab Sample",4.04285760695271,FALSE
"Irrigation 4","NO2","ST","1","Grab Sample",5.24912232106022,TRUE
"Irrigation 5","NO2","ST","1","Grab Sample",4.85320454100935,FALSE
"Irrigation 5","NO2","ST","1","Grab Sample",5.34076662350034,TRUE
"Irrigation 1","OP","ST","1","Grab Sample",0.107942964441162,FALSE
"Irrigation 1","OP","ST","1","Grab Sample",0.0955598256333837,TRUE
"Irrigation 2","OP","ST","1","Grab Sample",0.0874517306156155,FALSE
"Irrigation 2","OP","ST","1","Grab Sample",0.0865311984443839,TRUE
"Irrigation 3","OP","ST","1","Grab Sample",0.0880908480389051,FALSE
"Irrigation 3","OP","ST","1","Grab Sample",0.0695502649772262,TRUE
"Irrigation 4","OP","ST","1","Grab Sample",0.0805958975725334,FALSE
"Irrigation 4","OP","ST","1","Grab Sample",0.0760470530358781,TRUE
"Irrigation 5","OP","ST","1","Grab Sample",0.0557255288357924,FALSE
"Irrigation 5","OP","ST","1","Grab Sample",0.0681104329388025,TRUE
"Irrigation 1","TKN","ST","1","Grab Sample",4.76849779606965,FALSE
"Irrigation 1","TKN","ST","1","Grab Sample",5.92543218060367,TRUE
"Irrigation 2","TKN","ST","1","Grab Sample",3.91113911693484,FALSE
"Irrigation 2","TKN","ST","1","Grab Sample",3.12232997534493,TRUE
"Irrigation 3","TKN","ST","1","Grab Sample",3.9075939963794,FALSE
"Irrigation 3","TKN","ST","1","Grab Sample",1.0821119792428,TRUE
"Irrigation 4","TKN","ST","1","Grab Sample",3.7015728991181,FALSE
"Irrigation 4","TKN","ST","1","Grab Sample",3.80717482815423,TRUE
"Irrigation 5","TKN","ST","1","Grab Sample",4.49162582885763,FALSE
"Irrigation 5","TKN","ST","1","Grab Sample",4.34490468977847,TRUE
"Irrigation 1","TP","ST","1","Grab Sample",7.23792354449495,FALSE
"Irrigation 1","TP","ST","1","Grab Sample",7.03995022474325,TRUE
"Irrigation 2","TP","ST","1","Grab Sample",5.54348611941673,FALSE
"Irrigation 2","TP","ST","1","Grab Sample",5.44361702344205,TRUE
"Irrigation 3","TP","ST","1","Grab Sample",5.6211397042444,FALSE
"Irrigation 3","TP","ST","1","Grab Sample",5.47051414426881,TRUE
"Irrigation 4","TP","ST","1","Grab Sample",4.84945481963419,FALSE
"Irrigation 4","TP","ST","1","Grab Sample",5.03182394920649,TRUE
"Irrigation 5","TP","ST","1","Grab Sample",4.13352002186485,FALSE
"Irrigation 5","TP","ST","1","Grab Sample",4.21994526080795,TRUE
"Irrigation 1","EC","ST","1","Grab Sample",0.818090877176091,FALSE
"Irrigation 1","EC","ST","1","Grab Sample",0.893618019737707,TRUE
"Irrigation 2","EC","ST","1","Grab Sample",0.738803284473056,FALSE
"Irrigation 2","EC","ST","1","Grab Sample",0.539677164435507,TRUE
"Irrigation 3","EC","ST","1","Grab Sample",0.567934608451512,FALSE
"Irrigation 3","EC","ST","1","Grab Sample",0.836836307681831,TRUE
"Irrigation 4","EC","ST","1","Grab Sample",0.722006829072191,FALSE
"Irrigation 4","EC","ST","1","Grab Sample",0.675501851351209,TRUE
"Irrigation 5","EC","ST","1","Grab Sample",0.455205108217523,FALSE
"Irrigation 5","EC","ST","1","Grab Sample",0.52825112923499,TRUE
"Irrigation 1","NO3","ST","1","Grab Sample",0.298910743774993,FALSE
"Irrigation 1","NO3","ST","1","Grab Sample",0.348220804644647,TRUE
"Irrigation 2","NO3","ST","1","Grab Sample",0.264112507384676,FALSE
"Irrigation 2","NO3","ST","1","Grab Sample",0.259666537775063,TRUE
"Irrigation 3","NO3","ST","1","Grab Sample",0.245472655490415,FALSE
"Irrigation 3","NO3","ST","1","Grab Sample",0.293908661850626,TRUE
"Irrigation 4","NO3","ST","1","Grab Sample",0.230487989064776,FALSE
"Irrigation 4","NO3","ST","1","Grab Sample",0.180621106141035,TRUE
"Irrigation 5","NO3","ST","1","Grab Sample",0.193451457708718,FALSE
"Irrigation 5","NO3","ST","1","Grab Sample",0.224411308463965,TRUE
"Irrigation 1","pH","ST","1","Grab Sample",0.137319729613769,FALSE
"Irrigation 1","pH","ST","1","Grab Sample",0.143450782858499,TRUE
"Irrigation 2","pH","ST","1","Grab Sample",0.110909875713666,FALSE
"Irrigation 2","pH","ST","1","Grab Sample",0.112776367177468,TRUE
"Irrigation 3","pH","ST","1","Grab Sample",0.127784293860532,FALSE
"Irrigation 3","pH","ST","1","Grab Sample",0.116658361529547,TRUE
"Irrigation 4","pH","ST","1","Grab Sample",0.0969318276327571,FALSE
"Irrigation 4","pH","ST","1","Grab Sample",0.100326417610516,TRUE
"Irrigation 5","pH","ST","1","Grab Sample",0.067624857983877,FALSE
"Irrigation 5","pH","ST","1","Grab Sample",0.0932231163667171,TRUE
"Irrigation 1","TSS","ST","1","Grab Sample",1081.23975297256,FALSE
"Irrigation 1","TSS","ST","1","Grab Sample",1381.82682114605,TRUE
"Irrigation 2","TSS","ST","1","Grab Sample",1056.64192935958,FALSE
"Irrigation 2","TSS","ST","1","Grab Sample",795.176069054541,TRUE
"Irrigation 3","TSS","ST","1","Grab Sample",915.134432340477,FALSE
"Irrigation 3","TSS","ST","1","Grab Sample",322.321793292997,TRUE
"Irrigation 4","TSS","ST","1","Grab Sample",876.487279762187,FALSE
"Irrigation 4","TSS","ST","1","Grab Sample",618.472296455497,TRUE
"Irrigation 5","TSS","ST","1","Grab Sample",712.696635176144,FALSE
"Irrigation 5","TSS","ST","1","Grab Sample",1005.066743061,TRUE
"Irrigation 1","TDS","ST","1","Grab Sample",347.453513086471,FALSE
"Irrigation 1","TDS","ST","1","Grab Sample",405.427502568009,TRUE
"Irrigation 2","TDS","ST","1","Grab Sample",452.988520028959,FALSE
"Irrigation 2","TDS","ST","1","Grab Sample",410.407642253141,TRUE
"Irrigation 3","TDS","ST","1","Grab Sample",455.661975121492,FALSE
"Irrigation 3","TDS","ST","1","Grab Sample",369.834270197425,TRUE
"Irrigation 4","TDS","ST","1","Grab Sample",324.538774473678,FALSE
"Irrigation 4","TDS","ST","1","Grab Sample",351.691287657517,TRUE
"Irrigation 5","TDS","ST","1","Grab Sample",334.436011963688,FALSE
"Irrigation 5","TDS","ST","1","Grab Sample",353.954146819434,TRUE
"Irrigation 1","NO2","CT","2","Grab Sample",10.6562187609157,FALSE
"Irrigation 1","NO2","CT","2","Grab Sample",12.9581307192041,TRUE
"Irrigation 2","NO2","CT","2","Grab Sample",8.98057960338927,FALSE
"Irrigation 2","NO2","CT","2","Grab Sample",9.90316835320373,TRUE
"Irrigation 3","NO2","CT","2","Grab Sample",9.03278785672602,FALSE
"Irrigation 3","NO2","CT","2","Grab Sample",10.2306946737039,TRUE
"Irrigation 4","NO2","CT","2","Grab Sample",7.42553205748708,FALSE
"Irrigation 4","NO2","CT","2","Grab Sample",9.43397007758195,TRUE
"Irrigation 5","NO2","CT","2","Grab Sample",7.53106254798804,FALSE
"Irrigation 5","NO2","CT","2","Grab Sample",7.81281338048762,TRUE
"Irrigation 1","OP","CT","2","Grab Sample",0.119946885674355,FALSE
"Irrigation 1","OP","CT","2","Grab Sample",0.133864512742139,TRUE
"Irrigation 2","OP","CT","2","Grab Sample",0.116645279043668,FALSE
"Irrigation 2","OP","CT","2","Grab Sample",0.119966420640614,TRUE
"Irrigation 3","OP","CT","2","Grab Sample",0.115819103561087,FALSE
"Irrigation 3","OP","CT","2","Grab Sample",0.115501918701897,TRUE
"Irrigation 4","OP","CT","2","Grab Sample",0.0826423856342422,FALSE
"Irrigation 4","OP","CT","2","Grab Sample",0.109007482837807,TRUE
"Irrigation 5","OP","CT","2","Grab Sample",0.0887933422204291,FALSE
"Irrigation 5","OP","CT","2","Grab Sample",0.105290442693757,TRUE
"Irrigation 1","TKN","CT","2","Grab Sample",6.44537353812226,FALSE
"Irrigation 1","TKN","CT","2","Grab Sample",8.04116869977476,TRUE
"Irrigation 2","TKN","CT","2","Grab Sample",6.53016997245875,FALSE
"Irrigation 2","TKN","CT","2","Grab Sample",3.04561895657881,TRUE
"Irrigation 3","TKN","CT","2","Grab Sample",4.93154815129236,FALSE
"Irrigation 3","TKN","CT","2","Grab Sample",4.29200821593155,TRUE
"Irrigation 4","TKN","CT","2","Grab Sample",5.32703961188243,FALSE
"Irrigation 4","TKN","CT","2","Grab Sample",6.1748259026629,TRUE
"Irrigation 5","TKN","CT","2","Grab Sample",4.27576101197783,FALSE
"Irrigation 5","TKN","CT","2","Grab Sample",4.67146028253738,TRUE
"Irrigation 1","TP","CT","2","Grab Sample",8.92095769299949,FALSE
"Irrigation 1","TP","CT","2","Grab Sample",9.16554578689652,TRUE
"Irrigation 2","TP","CT","2","Grab Sample",7.73250656485229,FALSE
"Irrigation 2","TP","CT","2","Grab Sample",7.71933645082953,TRUE
"Irrigation 3","TP","CT","2","Grab Sample",7.77083663234927,FALSE
"Irrigation 3","TP","CT","2","Grab Sample",7.58276939664598,TRUE
"Irrigation 4","TP","CT","2","Grab Sample",6.97977810256586,FALSE
"Irrigation 4","TP","CT","2","Grab Sample",7.06806421237791,TRUE
"Irrigation 5","TP","CT","2","Grab Sample",6.29073265849627,FALSE
"Irrigation 5","TP","CT","2","Grab Sample",6.24077182437538,TRUE
"Irrigation 1","EC","CT","2","Grab Sample",0.9584492043533,FALSE
"Irrigation 1","EC","CT","2","Grab Sample",0.959286656324236,TRUE
"Irrigation 2","EC","CT","2","Grab Sample",0.989208924280444,FALSE
"Irrigation 2","EC","CT","2","Grab Sample",0.789843213663593,TRUE
"Irrigation 3","EC","CT","2","Grab Sample",1.03893682954278,FALSE
"Irrigation 3","EC","CT","2","Grab Sample",0.937326360826865,TRUE
"Irrigation 4","EC","CT","2","Grab Sample",0.867098202444282,FALSE
"Irrigation 4","EC","CT","2","Grab Sample",0.744674997796585,TRUE
"Irrigation 5","EC","CT","2","Grab Sample",0.631029162753159,FALSE
"Irrigation 5","EC","CT","2","Grab Sample",0.654900937956858,TRUE
"Irrigation 1","NO3","CT","2","Grab Sample",0.450946808507829,FALSE
"Irrigation 1","NO3","CT","2","Grab Sample",0.362686389635468,TRUE
"Irrigation 2","NO3","CT","2","Grab Sample",0.299585703109268,FALSE
"Irrigation 2","NO3","CT","2","Grab Sample",0.346846212790134,TRUE
"Irrigation 3","NO3","CT","2","Grab Sample",0.327451700092225,FALSE
"Irrigation 3","NO3","CT","2","Grab Sample",0.319491101755623,TRUE
"Irrigation 4","NO3","CT","2","Grab Sample",0.314309308846267,FALSE
"Irrigation 4","NO3","CT","2","Grab Sample",0.326240155619871,TRUE
"Irrigation 5","NO3","CT","2","Grab Sample",0.212897236623886,FALSE
"Irrigation 5","NO3","CT","2","Grab Sample",0.23569556157612,TRUE
"Irrigation 1","pH","CT","2","Grab Sample",0.194730618078778,FALSE
"Irrigation 1","pH","CT","2","Grab Sample",0.200481352189636,TRUE
"Irrigation 2","pH","CT","2","Grab Sample",0.150325292342363,FALSE
"Irrigation 2","pH","CT","2","Grab Sample",0.180783214739287,TRUE
"Irrigation 3","pH","CT","2","Grab Sample",0.158959315763943,FALSE
"Irrigation 3","pH","CT","2","Grab Sample",0.14802463405073,TRUE
"Irrigation 4","pH","CT","2","Grab Sample",0.146397960322341,FALSE
"Irrigation 4","pH","CT","2","Grab Sample",0.170866559907232,TRUE
"Irrigation 5","pH","CT","2","Grab Sample",0.133499583659597,FALSE
"Irrigation 5","pH","CT","2","Grab Sample",0.133180153347909,TRUE
"Irrigation 1","TSS","CT","2","Grab Sample",947.970560025568,FALSE
"Irrigation 1","TSS","CT","2","Grab Sample",1401.70597786168,TRUE
"Irrigation 2","TSS","CT","2","Grab Sample",1401.38527213742,FALSE
"Irrigation 2","TSS","CT","2","Grab Sample",1136.08516736479,TRUE
"Irrigation 3","TSS","CT","2","Grab Sample",976.213438009421,FALSE
"Irrigation 3","TSS","CT","2","Grab Sample",1286.33428526717,TRUE
"Irrigation 4","TSS","CT","2","Grab Sample",875.636884910704,FALSE
"Irrigation 4","TSS","CT","2","Grab Sample",1108.20906787256,TRUE
"Irrigation 5","TSS","CT","2","Grab Sample",1036.377308295,FALSE
"Irrigation 5","TSS","CT","2","Grab Sample",1143.2638651031,TRUE
"Irrigation 1","TDS","CT","2","Grab Sample",715.11957138988,FALSE
"Irrigation 1","TDS","CT","2","Grab Sample",613.30526016313,TRUE
"Irrigation 2","TDS","CT","2","Grab Sample",586.593123335812,FALSE
"Irrigation 2","TDS","CT","2","Grab Sample",590.21220546619,TRUE
"Irrigation 3","TDS","CT","2","Grab Sample",497.120313427074,FALSE
"Irrigation 3","TDS","CT","2","Grab Sample",549.313495493867,TRUE
"Irrigation 4","TDS","CT","2","Grab Sample",602.659512908558,FALSE
"Irrigation 4","TDS","CT","2","Grab Sample",532.898806904632,TRUE
"Irrigation 5","TDS","CT","2","Grab Sample",449.50374357818,FALSE
"Irrigation 5","TDS","CT","2","Grab Sample",418.970042777072,TRUE
"Irrigation 1","NO2","MT","2","Grab Sample",9.1510784525342,FALSE
"Irrigation 1","NO2","MT","2","Grab Sample",7.71813760828914,TRUE
"Irrigation 2","NO2","MT","2","Grab Sample",5.88413567624163,FALSE
"Irrigation 2","NO2","MT","2","Grab Sample",6.6772782024439,TRUE
"Irrigation 3","NO2","MT","2","Grab Sample",4.97113809478092,FALSE
"Irrigation 3","NO2","MT","2","Grab Sample",6.90343140345926,TRUE
"Irrigation 4","NO2","MT","2","Grab Sample",7.59404784164735,FALSE
"Irrigation 4","NO2","MT","2","Grab Sample",5.81554043447258,TRUE
"Irrigation 5","NO2","MT","2","Grab Sample",7.31318632070409,FALSE
"Irrigation 5","NO2","MT","2","Grab Sample",7.41045758788567,TRUE
"Irrigation 1","OP","MT","2","Grab Sample",0.0932733757553341,FALSE
"Irrigation 1","OP","MT","2","Grab Sample",0.109140121338197,TRUE
