location.name,treatment.name,treatment,block,event.type,sample.id,lab.id.x,method,cas.number,analyte,analyte_abbr,result,units,dilution,result.reported.to,mdl,rl,flag,non.detect,duplicate,method.name,event.count,flow.vol.liter,long,lat,collected,received,notes
Kerbel,MT2,MT,2,Outflow,K-MT2-01-LC-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.61,dS/m,1,RL,5,5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GBH-4-D,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.611,dS/m,1,RL,5,5,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-GBH-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.611,dS/m,1,RL,5,5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GB-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.612,dS/m,1,RL,5,5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-ISC-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.612,dS/m,1,RL,5,5,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GB-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.613,dS/m,1,RL,5,5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-GB-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.613,dS/m,1,RL,5,5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GBH-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.613,dS/m,1,RL,5,5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,Inflow,IN,NA,Inflow,K-INF-01-GB-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.616,dS/m,1,RL,5,5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-ISC-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.617,dS/m,1,RL,5,5,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,Inflow,IN,NA,Inflow,K-INF-01-GBH-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.619,dS/m,1,RL,5,5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GBH-4,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.62,dS/m,1,RL,5,5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,NA,E120.1 - COND_W,NA,Specific Conductance,EC,1.63,dS/m,1,RL,5,5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-ISC-4,NA,EPA150.1,NA,pH,pH,6.99,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,Inflow,IN,NA,Inflow,K-INF-01-GBH-4,NA,EPA150.1,NA,pH,pH,7.87,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,Inflow,IN,NA,Inflow,K-INF-01-GB-4,NA,EPA150.1,NA,pH,pH,8.03,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-GBH-4,NA,EPA150.1,NA,pH,pH,8.13,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GB-4,NA,EPA150.1,NA,pH,pH,8.15,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GB-4,NA,EPA150.1,NA,pH,pH,8.15,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GBH-4,NA,EPA150.1,NA,pH,pH,8.15,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-LC-4,NA,EPA150.1,NA,pH,pH,8.15,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GBH-4,NA,EPA150.1,NA,pH,pH,8.16,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-LC-4,NA,EPA150.1,NA,pH,pH,8.16,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-GBH-4,NA,EPA150.1,NA,pH,pH,8.17,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GB-4,NA,EPA150.1,NA,pH,pH,8.18,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-GB-4,NA,EPA150.1,NA,pH,pH,8.18,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GBH-4-D,NA,EPA150.1,NA,pH,pH,8.18,pH,1,RL,0.1,0.1,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-ISC-4,NA,EPA150.1,NA,pH,pH,8.18,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-LC-4,NA,EPA150.1,NA,pH,pH,8.18,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GBH-4-D,NA,EPA150.1,NA,pH,pH,8.19,pH,1,RL,0.1,0.1,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-LC-4,NA,EPA150.1,NA,pH,pH,8.19,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,NA,EPA150.1,NA,pH,pH,8.21,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-ISC-4,NA,EPA150.1,NA,pH,pH,8.21,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT2,CT,2,Outflow,K-CT2-01-LC-4,NA,EPA150.1,NA,pH,pH,8.21,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GB-4,NA,EPA150.1,NA,pH,pH,8.22,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GBH-4,NA,EPA150.1,NA,pH,pH,8.22,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-GB-4,NA,EPA150.1,NA,pH,pH,8.26,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-LC-4,NA,EPA150.1,NA,pH,pH,8.46,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GBH,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,16,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,Inflow,IN,NA,Inflow,K-INF-01-GBH-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,33.33333333,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,Inflow,IN,NA,Inflow,K-INF-01-GB-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,46.66666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GBH-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,140,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-LC-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,356.6666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GBH-4-D,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,383.3333333,mg/L,1,RL,2.5,2.5,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-GBH-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,440,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-LC-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,510,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GB-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,533.3333333,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-GB-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,546.6666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GB-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,616.6666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-LC-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,703.3333333,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-ISC-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,816.6666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GBH-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,893.3333333,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GBH-4-D,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,920,mg/L,1,RL,2.5,2.5,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GB-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,1060,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GBH-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,1246.666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GB-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,1406.666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-GB-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,1450,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-LC-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,1563.333333,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-GBH-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,1596.666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-ISC-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,1680,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-ISC-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,1886.666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,ISCO,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,CT2,CT,2,Outflow,K-CT2-01-LC-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,2033.333333,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-LC-4,NA,E160.2 - TSS_W_160.2,NA,"Suspended Solids (Residue, Non-Filterable)",TSS,3596.666667,mg/L,1,RL,2.5,2.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA,
Kerbel,MT1,MT,1,Outflow,"K-MT1-01-GBH-2,3,5-D",HS23071021-28,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,-104.99798,40.67641,7/18/2023 2:00,7/18/2023 13:35,
Kerbel,MT1,MT,1,Outflow,"K-MT1-01-GBH-2,3,5-D",HS23071021-28,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0,mg/L,1,RL,0.01,0.05,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,-104.99798,40.67641,7/18/2023 2:00,7/18/2023 13:35,
Kerbel,MT1,MT,1,Outflow,"K-MT1-01-GBH-2,3,5-D",HS23071021-28,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.834,mg/L,1,RL,0.02,0.05,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,-104.99798,40.67641,7/18/2023 2:00,7/18/2023 13:35,
Kerbel,MT1,MT,1,Outflow,"K-MT1-01-GBH-2,3,5-D",HS23071021-28,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,8.59,mg/L,1,RL,0.03,0.1,H,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,-104.99798,40.67641,7/18/2023 2:00,7/18/2023 13:35,
Kerbel,MT1,MT,1,Outflow,"K-MT1-01-GBH-2,3,5-D",HS23071021-28,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,24,mg/L,1,RL,0.1,0.5,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,-104.99798,40.67641,7/18/2023 2:00,7/18/2023 13:35,
Kerbel,MT1,MT,1,Outflow,"K-MT1-01-GBH-2,3,5-D",HS23071021-28,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,1270,mg/L,1,RL,5,10,NA,FALSE,TRUE,Hourly Grab,Irrigation 1,NA,-104.99798,40.67641,7/18/2023 2:00,7/18/2023 13:35,
Kerbel,CT1,CT,1,Outflow,K-CT1-01-GB,HS23071021-03,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99828,40.67641,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GB,HS23071021-06,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GB,HS23071021-06,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,Inflow,IN,NA,Inflow,K-INF-01-GB,HS23071021-22,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,Inflow,IN,NA,Inflow,K-INF-01-GB,HS23071021-22,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,Inflow,IN,NA,Inflow,K-INF-01-GB,HS23071021-22,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,MT1,MT,1,Outflow,K-MT1-01-GB,HS23071021-09,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99798,40.67641,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GB,HS23071021-12,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99735,40.67638,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,MT2,MT,2,Outflow,K-MT2-01-GB,HS23071021-12,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99735,40.67638,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-GB,HS23071021-16,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99764,40.67641,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,ST1,ST,1,Outflow,K-ST1-01-GB,HS23071021-16,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99764,40.67641,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-GB,HS23071021-20,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99701,40.67636,7/18/2023 16:00,7/18/2023 13:35,
Kerbel,ST2,ST,2,Outflow,K-ST2-01-GB,HS23071021-20,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99701,40.67636,7/18/2023 16:00,7/18/2023 13:35,
