"event.count","analyte_abbr","treatment","block","method.name","result","duplicate"
"Irrigation 4","pH","CT","1","Low-Cost Sampler",6.51239513808358,TRUE
"Irrigation 5","pH","CT","1","Low-Cost Sampler",6.03990244959182,FALSE
"Irrigation 5","pH","CT","1","Low-Cost Sampler",5.90124292429251,TRUE
"Irrigation 1","TP","CT","1","Low-Cost Sampler",1.0205825673255,FALSE
"Irrigation 1","TP","CT","1","Low-Cost Sampler",1.09300993894224,TRUE
"Irrigation 2","TP","CT","1","Low-Cost Sampler",0.853084684834494,FALSE
"Irrigation 2","TP","CT","1","Low-Cost Sampler",0.832593508682957,TRUE
"Irrigation 3","TP","CT","1","Low-Cost Sampler",0.953667323675093,FALSE
"Irrigation 3","TP","CT","1","Low-Cost Sampler",0.826503912963379,TRUE
"Irrigation 4","TP","CT","1","Low-Cost Sampler",0.93122696238994,FALSE
"Irrigation 4","TP","CT","1","Low-Cost Sampler",0.700378818701217,TRUE
"Irrigation 5","TP","CT","1","Low-Cost Sampler",0.716893973529592,FALSE
"Irrigation 5","TP","CT","1","Low-Cost Sampler",0.729861580076649,TRUE
"Irrigation 1","OP","CT","1","Low-Cost Sampler",0.382493968724414,FALSE
"Irrigation 1","OP","CT","1","Low-Cost Sampler",0.436897908204501,TRUE
"Irrigation 2","OP","CT","1","Low-Cost Sampler",0.278759211706896,FALSE
"Irrigation 2","OP","CT","1","Low-Cost Sampler",0.287145956598067,TRUE
"Irrigation 3","OP","CT","1","Low-Cost Sampler",0.241121673388587,FALSE
"Irrigation 3","OP","CT","1","Low-Cost Sampler",0.301012946834577,TRUE
"Irrigation 4","OP","CT","1","Low-Cost Sampler",0.248376301103117,FALSE
"Irrigation 4","OP","CT","1","Low-Cost Sampler",0.329333798468115,TRUE
"Irrigation 5","OP","CT","1","Low-Cost Sampler",0.24549501238342,FALSE
"Irrigation 5","OP","CT","1","Low-Cost Sampler",0.24352796830144,TRUE
"Irrigation 1","EC","CT","1","Low-Cost Sampler",0.177655194824616,FALSE
"Irrigation 1","EC","CT","1","Low-Cost Sampler",0.169359306099597,TRUE
"Irrigation 2","EC","CT","1","Low-Cost Sampler",0.162949506922308,FALSE
"Irrigation 2","EC","CT","1","Low-Cost Sampler",0.15050085544183,TRUE
"Irrigation 3","EC","CT","1","Low-Cost Sampler",0.144710138332296,FALSE
"Irrigation 3","EC","CT","1","Low-Cost Sampler",0.173998436834672,TRUE
"Irrigation 4","EC","CT","1","Low-Cost Sampler",0.152027302267421,FALSE
"Irrigation 4","EC","CT","1","Low-Cost Sampler",0.145820678167004,TRUE
"Irrigation 5","EC","CT","1","Low-Cost Sampler",0.140189321880395,FALSE
"Irrigation 5","EC","CT","1","Low-Cost Sampler",0.121539723462638,TRUE
"Irrigation 1","TSS","CT","1","Low-Cost Sampler",864.11229313992,FALSE
"Irrigation 1","TSS","CT","1","Low-Cost Sampler",908.086507805271,TRUE
"Irrigation 2","TSS","CT","1","Low-Cost Sampler",1186.04617263911,FALSE
"Irrigation 2","TSS","CT","1","Low-Cost Sampler",858.880779376661,TRUE
"Irrigation 3","TSS","CT","1","Low-Cost Sampler",918.51176443866,FALSE
"Irrigation 3","TSS","CT","1","Low-Cost Sampler",1103.95704146832,TRUE
"Irrigation 4","TSS","CT","1","Low-Cost Sampler",1152.35971482347,FALSE
"Irrigation 4","TSS","CT","1","Low-Cost Sampler",984.669591919083,TRUE
"Irrigation 5","TSS","CT","1","Low-Cost Sampler",814.022281597126,FALSE
"Irrigation 5","TSS","CT","1","Low-Cost Sampler",921.20899403144,TRUE
"Irrigation 1","TDS","CT","1","Low-Cost Sampler",716.43738393572,FALSE
"Irrigation 1","TDS","CT","1","Low-Cost Sampler",614.334476809802,TRUE
"Irrigation 2","TDS","CT","1","Low-Cost Sampler",487.412249817658,FALSE
"Irrigation 2","TDS","CT","1","Low-Cost Sampler",520.094628104915,TRUE
"Irrigation 3","TDS","CT","1","Low-Cost Sampler",535.76336335953,FALSE
"Irrigation 3","TDS","CT","1","Low-Cost Sampler",448.983031096708,TRUE
"Irrigation 4","TDS","CT","1","Low-Cost Sampler",468.367022257594,FALSE
"Irrigation 4","TDS","CT","1","Low-Cost Sampler",465.767956241657,TRUE
"Irrigation 5","TDS","CT","1","Low-Cost Sampler",306.168455206446,FALSE
"Irrigation 5","TDS","CT","1","Low-Cost Sampler",495.649842641236,TRUE
"Irrigation 1","NO3","MT","1","Low-Cost Sampler",7.78069453376544,FALSE
"Irrigation 1","NO3","MT","1","Low-Cost Sampler",6.63254989147953,TRUE
"Irrigation 2","NO3","MT","1","Low-Cost Sampler",9.53778522217286,FALSE
"Irrigation 2","NO3","MT","1","Low-Cost Sampler",7.40845234892511,TRUE
"Irrigation 3","NO3","MT","1","Low-Cost Sampler",8.10818989460786,FALSE
"Irrigation 3","NO3","MT","1","Low-Cost Sampler",8.14578764920769,TRUE
"Irrigation 4","NO3","MT","1","Low-Cost Sampler",6.35175953521667,FALSE
"Irrigation 4","NO3","MT","1","Low-Cost Sampler",5.46590460998034,TRUE
"Irrigation 5","NO3","MT","1","Low-Cost Sampler",3.42172911350028,FALSE
"Irrigation 5","NO3","MT","1","Low-Cost Sampler",5.40068839634998,TRUE
"Irrigation 1","NO2","MT","1","Low-Cost Sampler",0.119474809227653,FALSE
"Irrigation 1","NO2","MT","1","Low-Cost Sampler",0.101271621012726,TRUE
"Irrigation 2","NO2","MT","1","Low-Cost Sampler",0.0809810955366425,FALSE
"Irrigation 2","NO2","MT","1","Low-Cost Sampler",0.0682810927435408,TRUE
"Irrigation 3","NO2","MT","1","Low-Cost Sampler",0.095008435668674,FALSE
"Irrigation 3","NO2","MT","1","Low-Cost Sampler",0.094175939254531,TRUE
"Irrigation 4","NO2","MT","1","Low-Cost Sampler",0.0647087350682094,FALSE
"Irrigation 4","NO2","MT","1","Low-Cost Sampler",0.0779670188955699,TRUE
"Irrigation 5","NO2","MT","1","Low-Cost Sampler",0.0641158003914892,FALSE
"Irrigation 5","NO2","MT","1","Low-Cost Sampler",0.0836518993333866,TRUE
"Irrigation 1","TKN","MT","1","Low-Cost Sampler",6.02029317389923,FALSE
"Irrigation 1","TKN","MT","1","Low-Cost Sampler",4.60383476075795,TRUE
"Irrigation 2","TKN","MT","1","Low-Cost Sampler",6.23806978626541,FALSE
"Irrigation 2","TKN","MT","1","Low-Cost Sampler",3.69654045090083,TRUE
"Irrigation 3","TKN","MT","1","Low-Cost Sampler",3.73463438127233,FALSE
"Irrigation 3","TKN","MT","1","Low-Cost Sampler",4.33893988783671,TRUE
"Irrigation 4","TKN","MT","1","Low-Cost Sampler",3.88573912759318,FALSE
"Irrigation 4","TKN","MT","1","Low-Cost Sampler",3.4032709003071,TRUE
"Irrigation 5","TKN","MT","1","Low-Cost Sampler",2.74223860607291,FALSE
"Irrigation 5","TKN","MT","1","Low-Cost Sampler",0.666278158084402,TRUE
"Irrigation 1","pH","MT","1","Low-Cost Sampler",7.22245531642704,FALSE
"Irrigation 1","pH","MT","1","Low-Cost Sampler",7.28536405913983,TRUE
"Irrigation 2","pH","MT","1","Low-Cost Sampler",5.81478615185818,FALSE
"Irrigation 2","pH","MT","1","Low-Cost Sampler",6.00978481294124,TRUE
"Irrigation 3","pH","MT","1","Low-Cost Sampler",5.80942643150688,FALSE
"Irrigation 3","pH","MT","1","Low-Cost Sampler",5.85221048714814,TRUE
"Irrigation 4","pH","MT","1","Low-Cost Sampler",5.24743743961563,FALSE
"Irrigation 4","pH","MT","1","Low-Cost Sampler",5.25167715907878,TRUE
"Irrigation 5","pH","MT","1","Low-Cost Sampler",4.62169784089155,FALSE
"Irrigation 5","pH","MT","1","Low-Cost Sampler",4.61114738710928,TRUE
"Irrigation 1","TP","MT","1","Low-Cost Sampler",0.949244839954535,FALSE
"Irrigation 1","TP","MT","1","Low-Cost Sampler",1.01184194453867,TRUE
"Irrigation 2","TP","MT","1","Low-Cost Sampler",0.625755277426472,FALSE
"Irrigation 2","TP","MT","1","Low-Cost Sampler",0.63881411141469,TRUE
"Irrigation 3","TP","MT","1","Low-Cost Sampler",0.592401140318687,FALSE
"Irrigation 3","TP","MT","1","Low-Cost Sampler",0.797876549546861,TRUE
"Irrigation 4","TP","MT","1","Low-Cost Sampler",0.598394873848941,FALSE
"Irrigation 4","TP","MT","1","Low-Cost Sampler",0.587278553192029,TRUE
"Irrigation 5","TP","MT","1","Low-Cost Sampler",0.415370242093698,FALSE
"Irrigation 5","TP","MT","1","Low-Cost Sampler",0.581568717357753,TRUE
"Irrigation 1","OP","MT","1","Low-Cost Sampler",0.281216568368695,FALSE
"Irrigation 1","OP","MT","1","Low-Cost Sampler",0.364459028595499,TRUE
"Irrigation 2","OP","MT","1","Low-Cost Sampler",0.298789882962766,FALSE
"Irrigation 2","OP","MT","1","Low-Cost Sampler",0.336046589512836,TRUE
"Irrigation 3","OP","MT","1","Low-Cost Sampler",0.257700609415976,FALSE
"Irrigation 3","OP","MT","1","Low-Cost Sampler",0.182231423884748,TRUE
"Irrigation 4","OP","MT","1","Low-Cost Sampler",0.164331116214342,FALSE
"Irrigation 4","OP","MT","1","Low-Cost Sampler",0.265115773821044,TRUE
"Irrigation 5","OP","MT","1","Low-Cost Sampler",0.192136211369169,FALSE
"Irrigation 5","OP","MT","1","Low-Cost Sampler",0.201565188656424,TRUE
"Irrigation 1","EC","MT","1","Low-Cost Sampler",0.136669723223987,FALSE
"Irrigation 1","EC","MT","1","Low-Cost Sampler",0.155740097354854,TRUE
"Irrigation 2","EC","MT","1","Low-Cost Sampler",0.129072581617799,FALSE
"Irrigation 2","EC","MT","1","Low-Cost Sampler",0.12916631202562,TRUE
"Irrigation 3","EC","MT","1","Low-Cost Sampler",0.129927323299676,FALSE
"Irrigation 3","EC","MT","1","Low-Cost Sampler",0.1484997545839,TRUE
"Irrigation 4","EC","MT","1","Low-Cost Sampler",0.115797306030713,FALSE
"Irrigation 4","EC","MT","1","Low-Cost Sampler",0.107597511901132,TRUE
"Irrigation 5","EC","MT","1","Low-Cost Sampler",0.105333002093984,FALSE
"Irrigation 5","EC","MT","1","Low-Cost Sampler",0.0949416316521274,TRUE
"Irrigation 1","TSS","MT","1","Low-Cost Sampler",737.934382775433,FALSE
"Irrigation 1","TSS","MT","1","Low-Cost Sampler",1160.03650249656,TRUE
"Irrigation 2","TSS","MT","1","Low-Cost Sampler",782.007284657969,FALSE
"Irrigation 2","TSS","MT","1","Low-Cost Sampler",848.88147132779,TRUE
"Irrigation 3","TSS","MT","1","Low-Cost Sampler",914.324463283315,FALSE
"Irrigation 3","TSS","MT","1","Low-Cost Sampler",1252.43381411066,TRUE
"Irrigation 4","TSS","MT","1","Low-Cost Sampler",953.333676809092,FALSE
"Irrigation 4","TSS","MT","1","Low-Cost Sampler",948.798819871613,TRUE
"Irrigation 5","TSS","MT","1","Low-Cost Sampler",982.382529715019,FALSE
"Irrigation 5","TSS","MT","1","Low-Cost Sampler",828.734948710978,TRUE
"Irrigation 1","TDS","MT","1","Low-Cost Sampler",445.446593153304,FALSE
"Irrigation 1","TDS","MT","1","Low-Cost Sampler",464.484887509098,TRUE
"Irrigation 2","TDS","MT","1","Low-Cost Sampler",413.236369542736,FALSE
"Irrigation 2","TDS","MT","1","Low-Cost Sampler",406.97390429693,TRUE
"Irrigation 3","TDS","MT","1","Low-Cost Sampler",435.77569311549,FALSE
"Irrigation 3","TDS","MT","1","Low-Cost Sampler",425.802799677632,TRUE
"Irrigation 4","TDS","MT","1","Low-Cost Sampler",393.936892617047,FALSE
"Irrigation 4","TDS","MT","1","Low-Cost Sampler",353.077248428578,TRUE
"Irrigation 5","TDS","MT","1","Low-Cost Sampler",263.842221470332,FALSE
"Irrigation 5","TDS","MT","1","Low-Cost Sampler",354.418208247197,TRUE
"Irrigation 1","NO3","ST","1","Low-Cost Sampler",4.39838428689733,FALSE
"Irrigation 1","NO3","ST","1","Low-Cost Sampler",6.4035733162184,TRUE
"Irrigation 2","NO3","ST","1","Low-Cost Sampler",5.47433003911608,FALSE
"Irrigation 2","NO3","ST","1","Low-Cost Sampler",6.60478203863487,TRUE
"Irrigation 3","NO3","ST","1","Low-Cost Sampler",5.48300332222303,FALSE
"Irrigation 3","NO3","ST","1","Low-Cost Sampler",4.76753772846676,TRUE
"Irrigation 4","NO3","ST","1","Low-Cost Sampler",2.65392355672911,FALSE
"Irrigation 4","NO3","ST","1","Low-Cost Sampler",3.78558717567195,TRUE
"Irrigation 5","NO3","ST","1","Low-Cost Sampler",2.70760602583205,FALSE
"Irrigation 5","NO3","ST","1","Low-Cost Sampler",5.64124007241966,TRUE
"Irrigation 1","NO2","ST","1","Low-Cost Sampler",0.0810077146098681,FALSE
"Irrigation 1","NO2","ST","1","Low-Cost Sampler",0.0865130367972713,TRUE
"Irrigation 2","NO2","ST","1","Low-Cost Sampler",0.0698666189859565,FALSE
"Irrigation 2","NO2","ST","1","Low-Cost Sampler",0.05865117186878,TRUE
"Irrigation 3","NO2","ST","1","Low-Cost Sampler",0.0603924404708234,FALSE
"Irrigation 3","NO2","ST","1","Low-Cost Sampler",0.0751346291568386,TRUE
"Irrigation 4","NO2","ST","1","Low-Cost Sampler",0.0541568682316054,FALSE
"Irrigation 4","NO2","ST","1","Low-Cost Sampler",0.0596501858442286,TRUE
"Irrigation 5","NO2","ST","1","Low-Cost Sampler",0.0354094731043048,FALSE
"Irrigation 5","NO2","ST","1","Low-Cost Sampler",0.0358877820156037,TRUE
"Irrigation 1","TKN","ST","1","Low-Cost Sampler",4.04677531969281,FALSE
"Irrigation 1","TKN","ST","1","Low-Cost Sampler",4.17323882648816,TRUE
"Irrigation 2","TKN","ST","1","Low-Cost Sampler",3.72783667792002,FALSE
"Irrigation 2","TKN","ST","1","Low-Cost Sampler",3.4715135538526,TRUE
"Irrigation 3","TKN","ST","1","Low-Cost Sampler",3.03914678455203,FALSE
"Irrigation 3","TKN","ST","1","Low-Cost Sampler",2.31932028276683,TRUE
"Irrigation 4","TKN","ST","1","Low-Cost Sampler",0.633336578586142,FALSE
"Irrigation 4","TKN","ST","1","Low-Cost Sampler",4.36592358008036,TRUE
"Irrigation 5","TKN","ST","1","Low-Cost Sampler",2.14368111648412,FALSE
"Irrigation 5","TKN","ST","1","Low-Cost Sampler",2.65888757982493,TRUE
"Irrigation 1","pH","ST","1","Low-Cost Sampler",5.91330904002799,FALSE
"Irrigation 1","pH","ST","1","Low-Cost Sampler",6.14555362363146,TRUE
"Irrigation 2","pH","ST","1","Low-Cost Sampler",4.70874998258313,FALSE
"Irrigation 2","pH","ST","1","Low-Cost Sampler",4.38711452489825,TRUE
"Irrigation 3","pH","ST","1","Low-Cost Sampler",4.72334408654992,FALSE
"Irrigation 3","pH","ST","1","Low-Cost Sampler",4.50909416052507,TRUE
"Irrigation 4","pH","ST","1","Low-Cost Sampler",3.93856386236293,FALSE
"Irrigation 4","pH","ST","1","Low-Cost Sampler",3.8096117376343,TRUE
"Irrigation 5","pH","ST","1","Low-Cost Sampler",2.95624895509156,FALSE
"Irrigation 5","pH","ST","1","Low-Cost Sampler",3.17969801264374,TRUE
"Irrigation 1","TP","ST","1","Low-Cost Sampler",0.566541872817525,FALSE
"Irrigation 1","TP","ST","1","Low-Cost Sampler",0.633214126714911,TRUE
"Irrigation 2","TP","ST","1","Low-Cost Sampler",0.388777595914103,FALSE
"Irrigation 2","TP","ST","1","Low-Cost Sampler",0.486835020139397,TRUE
"Irrigation 3","TP","ST","1","Low-Cost Sampler",0.482531403757257,FALSE
"Irrigation 3","TP","ST","1","Low-Cost Sampler",0.587635615815578,TRUE
"Irrigation 4","TP","ST","1","Low-Cost Sampler",0.186509786645124,FALSE
"Irrigation 4","TP","ST","1","Low-Cost Sampler",0.2543129851183,TRUE
"Irrigation 5","TP","ST","1","Low-Cost Sampler",0.217401217830428,FALSE
"Irrigation 5","TP","ST","1","Low-Cost Sampler",0.333474837424964,TRUE
"Irrigation 1","OP","ST","1","Low-Cost Sampler",0.260392930070055,FALSE
"Irrigation 1","OP","ST","1","Low-Cost Sampler",0.287115995431501,TRUE
"Irrigation 2","OP","ST","1","Low-Cost Sampler",0.178579938604354,FALSE
"Irrigation 2","OP","ST","1","Low-Cost Sampler",0.170193489741851,TRUE
"Irrigation 3","OP","ST","1","Low-Cost Sampler",0.23947430037958,FALSE
"Irrigation 3","OP","ST","1","Low-Cost Sampler",0.234140719906927,TRUE
"Irrigation 4","OP","ST","1","Low-Cost Sampler",0.0739864021791178,FALSE
"Irrigation 4","OP","ST","1","Low-Cost Sampler",0.167120613138007,TRUE
"Irrigation 5","OP","ST","1","Low-Cost Sampler",0.101193209885014,FALSE
"Irrigation 5","OP","ST","1","Low-Cost Sampler",0.113655733540262,TRUE
"Irrigation 1","EC","ST","1","Low-Cost Sampler",0.132039399177049,FALSE
"Irrigation 1","EC","ST","1","Low-Cost Sampler",0.11723860696736,TRUE
"Irrigation 2","EC","ST","1","Low-Cost Sampler",0.0987626399910567,FALSE
"Irrigation 2","EC","ST","1","Low-Cost Sampler",0.09312330483716,TRUE
"Irrigation 3","EC","ST","1","Low-Cost Sampler",0.106066391510471,FALSE
"Irrigation 3","EC","ST","1","Low-Cost Sampler",0.0979061066456285,TRUE
"Irrigation 4","EC","ST","1","Low-Cost Sampler",0.092237558409172,FALSE
"Irrigation 4","EC","ST","1","Low-Cost Sampler",0.0897713673780824,TRUE
"Irrigation 5","EC","ST","1","Low-Cost Sampler",0.0668806494463079,FALSE
"Irrigation 5","EC","ST","1","Low-Cost Sampler",0.0703173740825579,TRUE
"Irrigation 1","TSS","ST","1","Low-Cost Sampler",548.802070228488,FALSE
"Irrigation 1","TSS","ST","1","Low-Cost Sampler",805.854253020862,TRUE
"Irrigation 2","TSS","ST","1","Low-Cost Sampler",516.23971942371,FALSE
"Irrigation 2","TSS","ST","1","Low-Cost Sampler",804.444415478373,TRUE
"Irrigation 3","TSS","ST","1","Low-Cost Sampler",855.378857635004,FALSE
"Irrigation 3","TSS","ST","1","Low-Cost Sampler",872.267541404119,TRUE
"Irrigation 4","TSS","ST","1","Low-Cost Sampler",591.591594327168,FALSE
"Irrigation 4","TSS","ST","1","Low-Cost Sampler",437.146569992078,TRUE
"Irrigation 5","TSS","ST","1","Low-Cost Sampler",539.462327278298,FALSE
"Irrigation 5","TSS","ST","1","Low-Cost Sampler",335.36855299248,TRUE
"Irrigation 1","TDS","ST","1","Low-Cost Sampler",445.23043752225,FALSE
"Irrigation 1","TDS","ST","1","Low-Cost Sampler",427.513278327515,TRUE
"Irrigation 2","TDS","ST","1","Low-Cost Sampler",311.85964960657,FALSE
"Irrigation 2","TDS","ST","1","Low-Cost Sampler",367.460143667918,TRUE
"Irrigation 3","TDS","ST","1","Low-Cost Sampler",333.193983312643,FALSE
"Irrigation 3","TDS","ST","1","Low-Cost Sampler",365.702785083692,TRUE
"Irrigation 4","TDS","ST","1","Low-Cost Sampler",271.481642147779,FALSE
"Irrigation 4","TDS","ST","1","Low-Cost Sampler",271.824559478124,TRUE
"Irrigation 5","TDS","ST","1","Low-Cost Sampler",167.206926652974,FALSE
"Irrigation 5","TDS","ST","1","Low-Cost Sampler",300.993348041622,TRUE
"Irrigation 1","NO3","CT","2","Low-Cost Sampler",7.52369073987244,FALSE
"Irrigation 1","NO3","CT","2","Low-Cost Sampler",9.45347128496435,TRUE
"Irrigation 2","NO3","CT","2","Low-Cost Sampler",5.31247941785721,FALSE
"Irrigation 2","NO3","CT","2","Low-Cost Sampler",5.94745307449295,TRUE
"Irrigation 3","NO3","CT","2","Low-Cost Sampler",9.84645640075789,FALSE
"Irrigation 3","NO3","CT","2","Low-Cost Sampler",7.86098684699771,TRUE
"Irrigation 4","NO3","CT","2","Low-Cost Sampler",6.86433827085026,FALSE
"Irrigation 4","NO3","CT","2","Low-Cost Sampler",5.83609646502432,TRUE
"Irrigation 5","NO3","CT","2","Low-Cost Sampler",5.25969751743481,FALSE
"Irrigation 5","NO3","CT","2","Low-Cost Sampler",4.23894571486395,TRUE
"Irrigation 1","NO2","CT","2","Low-Cost Sampler",0.113845096463743,FALSE
"Irrigation 1","NO2","CT","2","Low-Cost Sampler",0.115754968791887,TRUE
"Irrigation 2","NO2","CT","2","Low-Cost Sampler",0.0784195054370571,FALSE
"Irrigation 2","NO2","CT","2","Low-Cost Sampler",0.0891981778856294,TRUE
"Irrigation 3","NO2","CT","2","Low-Cost Sampler",0.105215758722327,FALSE
"Irrigation 3","NO2","CT","2","Low-Cost Sampler",0.0819236741818209,TRUE
"Irrigation 4","NO2","CT","2","Low-Cost Sampler",0.0910159284613656,FALSE
"Irrigation 4","NO2","CT","2","Low-Cost Sampler",0.0991451191158579,TRUE
"Irrigation 5","NO2","CT","2","Low-Cost Sampler",0.0830396704714707,FALSE
"Irrigation 5","NO2","CT","2","Low-Cost Sampler",0.0948272197114587,TRUE
"Irrigation 1","TKN","CT","2","Low-Cost Sampler",5.77620267137416,FALSE
"Irrigation 1","TKN","CT","2","Low-Cost Sampler",6.57701055390091,TRUE
"Irrigation 2","TKN","CT","2","Low-Cost Sampler",5.43720605314657,FALSE
"Irrigation 2","TKN","CT","2","Low-Cost Sampler",4.30702631579326,TRUE
"Irrigation 3","TKN","CT","2","Low-Cost Sampler",4.8588272675494,FALSE
"Irrigation 3","TKN","CT","2","Low-Cost Sampler",7.07892970050712,TRUE
"Irrigation 4","TKN","CT","2","Low-Cost Sampler",3.09191380020298,FALSE
"Irrigation 4","TKN","CT","2","Low-Cost Sampler",5.16776893894896,TRUE
"Irrigation 5","TKN","CT","2","Low-Cost Sampler",3.03430864430303,FALSE
"Irrigation 5","TKN","CT","2","Low-Cost Sampler",3.92582989469264,TRUE
"Irrigation 1","pH","CT","2","Low-Cost Sampler",7.89942495520793,FALSE
"Irrigation 1","pH","CT","2","Low-Cost Sampler",7.96404714907678,TRUE
"Irrigation 2","pH","CT","2","Low-Cost Sampler",6.67770887967641,FALSE
"Irrigation 2","pH","CT","2","Low-Cost Sampler",6.7387092399721,TRUE
"Irrigation 3","pH","CT","2","Low-Cost Sampler",6.58831569087026,FALSE
"Irrigation 3","pH","CT","2","Low-Cost Sampler",6.60388437214457,TRUE
"Irrigation 4","pH","CT","2","Low-Cost Sampler",5.80849197978957,FALSE
"Irrigation 4","pH","CT","2","Low-Cost Sampler",5.98379304987624,TRUE
"Irrigation 5","pH","CT","2","Low-Cost Sampler",5.29060055626932,FALSE
"Irrigation 5","pH","CT","2","Low-Cost Sampler",5.25297325552369,TRUE
"Irrigation 1","TP","CT","2","Low-Cost Sampler",0.862042169193188,FALSE
"Irrigation 1","TP","CT","2","Low-Cost Sampler",0.904661673815781,TRUE
"Irrigation 2","TP","CT","2","Low-Cost Sampler",0.740998148926128,FALSE
"Irrigation 2","TP","CT","2","Low-Cost Sampler",0.941715765476826,TRUE
"Irrigation 3","TP","CT","2","Low-Cost Sampler",0.863596238210568,FALSE
"Irrigation 3","TP","CT","2","Low-Cost Sampler",0.712145494548539,TRUE
"Irrigation 4","TP","CT","2","Low-Cost Sampler",0.709968354328964,FALSE
"Irrigation 4","TP","CT","2","Low-Cost Sampler",0.76363191167622,TRUE
"Irrigation 5","TP","CT","2","Low-Cost Sampler",0.410361486723769,FALSE
"Irrigation 5","TP","CT","2","Low-Cost Sampler",0.658483078874183,TRUE
"Irrigation 1","OP","CT","2","Low-Cost Sampler",0.347171627453905,FALSE
"Irrigation 1","OP","CT","2","Low-Cost Sampler",0.290195463839088,TRUE
"Irrigation 2","OP","CT","2","Low-Cost Sampler",0.301129128575362,FALSE
"Irrigation 2","OP","CT","2","Low-Cost Sampler",0.275699874662578,TRUE
"Irrigation 3","OP","CT","2","Low-Cost Sampler",0.326005082794378,FALSE
"Irrigation 3","OP","CT","2","Low-Cost Sampler",0.31132156835237,TRUE
"Irrigation 4","OP","CT","2","Low-Cost Sampler",0.210208687060749,FALSE
"Irrigation 4","OP","CT","2","Low-Cost Sampler",0.284839568486203,TRUE
"Irrigation 5","OP","CT","2","Low-Cost Sampler",0.211301592702298,FALSE
"Irrigation 5","OP","CT","2","Low-Cost Sampler",0.222964233567293,TRUE
"Irrigation 1","EC","CT","2","Low-Cost Sampler",0.167120774838592,FALSE
"Irrigation 1","EC","CT","2","Low-Cost Sampler",0.1727534043665,TRUE
"Irrigation 2","EC","CT","2","Low-Cost Sampler",0.141347711763792,FALSE
"Irrigation 2","EC","CT","2","Low-Cost Sampler",0.147913785327717,TRUE
"Irrigation 3","EC","CT","2","Low-Cost Sampler",0.13917573137359,FALSE
"Irrigation 3","EC","CT","2","Low-Cost Sampler",0.160318907282371,TRUE
